,subject,hemi,labels,x_label,img,GI,streamlengths,qMap
52,601127,L,1,0,hemi-L,0.4937662339218726,1.0200000405311584,362.4430488609764
53,601127,L,1,0,hemi-L,0.5073536236485013,0.9600000381469727,357.1075301009713
54,601127,L,1,0,hemi-L,0.5246373939188974,0.9600000381469727,357.1075301009713
55,601127,L,1,0,hemi-L,0.5443829134068037,0.9000000357627869,350.6929148489254
56,601127,L,1,0,hemi-L,0.5829902172502778,0.9000000357627869,350.6929148489254
57,601127,L,1,0,hemi-L,0.5998159087368921,0.8400000333786011,350.8473826763741
58,601127,L,1,0,hemi-L,0.5879585274874911,0.8400000333786011,350.8473826763741
59,601127,L,1,0,hemi-L,0.582451593484477,0.7800000309944153,350.8473826763741
60,601127,L,1,0,hemi-L,0.5587439845168937,0.8100000321865082,350.8473826763741
61,601127,L,1,0,hemi-L,0.5196259996891611,0.8100000321865082,350.8473826763741
62,601127,L,1,0,hemi-L,0.48603551772641207,0.8400000333786011,348.266235331539
63,601127,L,1,0,hemi-L,0.45268468709845516,0.870000034570694,348.266235331539
64,601127,L,1,0,hemi-L,0.4203218631121771,0.9900000393390656,345.8797749733211
65,601127,L,1,0,hemi-L,0.39185431288268047,1.2900000512599945,345.8797749733211
66,601127,L,1,0,hemi-L,0.37009270533048394,1.2600000500679016,345.8797749733211
67,601127,L,1,0,hemi-L,0.3514654217335244,1.2900000512599945,357.33461738215436
68,601127,L,1,0,hemi-L,0.330542718025448,1.2600000500679016,357.33461738215436
69,601127,L,1,0,hemi-L,0.3166378014977913,1.2300000488758087,357.33461738215436
70,601127,L,1,0,hemi-L,0.30862439368098704,1.4700000584125519,357.33461738215436
71,601127,L,1,0,hemi-L,0.2982564451975145,1.5000000596046448,365.1582901912317
72,601127,L,1,0,hemi-L,0.29237148896921866,1.6500000655651093,389.39136408879216
73,601127,L,1,0,hemi-L,0.2927103460157166,1.740000069141388,389.39136408879216
74,601127,L,1,0,hemi-L,0.29669676651428417,1.5600000619888306,389.39136408879216
75,601127,L,1,0,hemi-L,0.3075245784855464,1.5000000596046448,389.39136408879216
76,601127,L,1,0,hemi-L,0.33425703522613026,1.440000057220459,377.3381163631236
77,601127,L,1,0,hemi-L,0.2697236394439512,1.3800000548362732,377.3381163631236
78,601127,L,1,0,hemi-L,1.2772752924101138,1.3200000524520874,377.3381163631236
79,601127,L,1,0,hemi-L,2.1692744425357793,1.6200000643730164,366.22462450577865
80,601127,L,1,0,hemi-L,0.6696071685386713,1.6200000643730164,366.22462450577865
81,601127,L,1,0,hemi-L,0.6379360867537466,1.6200000643730164,366.22462450577865
82,601127,L,1,0,hemi-L,0.7125843833430929,1.6200000643730164,366.22462450577865
83,601127,L,1,0,hemi-L,0.8898464184780843,1.6200000643730164,366.22462450577865
84,601127,L,1,0,hemi-L,2.066195090956299,1.6200000643730164,366.22462450577865
85,601127,L,1,0,hemi-L,2.657877873828479,2.7000001072883606,359.3972602713354
86,601127,L,1,0,hemi-L,-0.26450842554059234,2.7000001072883606,359.3972602713354
87,601127,L,1,0,hemi-L,-0.07110628467517084,2.7000001072883606,359.3972602713354
88,601127,L,1,0,hemi-L,0.6016191138443439,2.7000001072883606,359.3972602713354
89,601127,L,2,0,hemi-L,1.4709888409465184,2.9700001180171967,360.1495306381078
90,601127,L,2,0,hemi-L,1.105337007454921,2.9700001180171967,360.1495306381078
91,601127,L,2,0,hemi-L,5.513657515126909,1.3200000524520874,358.0667789666354
92,601127,L,2,0,hemi-L,3.8360568303389195,1.3200000524520874,358.0667789666354
93,601127,L,2,0,hemi-L,-0.35954430699348455,1.3200000524520874,358.0667789666354
94,601127,L,2,0,hemi-L,-0.42984357476234436,1.3200000524520874,358.0667789666354
95,601127,L,2,0,hemi-L,3.932720571756363,1.3200000524520874,358.0667789666354
96,601127,L,2,0,hemi-L,,1.9200000762939453,374.83787306367105
97,601127,L,2,0,hemi-L,-1.1751629412174225,1.9200000762939453,374.83787306367105
98,601127,L,2,0,hemi-L,-0.020437151193618774,1.9200000762939453,374.83787306367105
99,601127,L,2,0,hemi-L,0.19392219185829163,1.9200000762939453,374.83787306367105
100,601127,L,2,0,hemi-L,0.8994804918766022,2.250000089406967,380.33891766331806
101,601127,L,2,0,hemi-L,-0.06509056687355042,2.250000089406967,380.33891766331806
102,601127,L,2,0,hemi-L,0.0,2.250000089406967,380.33891766331806
103,601127,L,2,0,hemi-L,0.0,2.250000089406967,380.33891766331806
104,601127,L,2,0,hemi-L,0.0,2.250000089406967,380.33891766331806
105,601127,L,2,0,hemi-L,0.0,2.250000089406967,380.33891766331806
106,601127,L,2,0,hemi-L,-0.011737257242202759,2.250000089406967,380.33891766331806
107,601127,L,2,0,hemi-L,0.12521615624427795,2.250000089406967,380.33891766331806
108,601127,L,2,0,hemi-L,0.9472819864749908,1.4700000584125519,377.5823953318114
109,601127,L,3,0,hemi-L,-0.05288591980934143,1.4700000584125519,377.5823953318114
110,601127,L,3,0,hemi-L,0.0,1.4700000584125519,377.5823953318114
111,601127,L,3,0,hemi-L,0.0,1.4700000584125519,377.5823953318114
112,601127,L,3,0,hemi-L,0.0,1.4700000584125519,377.5823953318114
113,601127,L,3,0,hemi-L,0.0,1.4700000584125519,377.5823953318114
114,601127,L,3,0,hemi-L,0.0,1.4700000584125519,377.5823953318114
115,601127,L,3,0,hemi-L,0.0,1.4700000584125519,377.5823953318114
116,601127,L,3,0,hemi-L,0.0,1.4700000584125519,377.5823953318114
117,601127,L,3,0,hemi-L,0.0,1.4700000584125519,377.5823953318114
118,601127,L,3,0,hemi-L,0.0,1.4700000584125519,377.5823953318114
119,601127,L,3,0,hemi-L,0.0,1.4700000584125519,377.5823953318114
120,601127,L,3,0,hemi-L,0.0,1.4700000584125519,377.5823953318114
121,601127,L,3,0,hemi-L,0.0,1.4700000584125519,377.5823953318114
122,601127,L,3,0,hemi-L,4.305489653688711e-06,1.4700000584125519,377.5823953318114
123,601127,L,3,0,hemi-L,-0.0060657538588770885,1.4700000584125519,377.5823953318114
124,601127,L,3,0,hemi-L,0.12992247644132252,1.4700000584125519,377.5823953318114
125,601127,L,3,0,hemi-L,,,356.6766502772519
126,601127,L,3,0,hemi-L,,,388.12809413941375
127,601127,L,3,0,hemi-L,-0.0894927978515625,,388.12809413941375
128,601127,L,1,1,hemi-L,-0.010947380947254755,1.3200000524520874,359.15232965528236
129,601127,L,1,1,hemi-L,1.9437703431284745,1.3200000524520874,359.15232965528236
130,601127,L,1,1,hemi-L,0.17945979307544763,1.3800000548362732,321.1729855850441
131,601127,L,1,1,hemi-L,0.16261675425593344,1.14000004529953,342.22806046495486
132,601127,L,1,1,hemi-L,0.1601978242161096,0.8400000333786011,342.22806046495486
133,601127,L,1,1,hemi-L,0.17355317605389114,0.8400000333786011,342.22806046495486
134,601127,L,1,1,hemi-L,0.2166865465330972,0.8400000333786011,342.22806046495486
135,601127,L,1,1,hemi-L,0.2760107757188793,0.8400000333786011,342.22806046495486
136,601127,L,1,1,hemi-L,0.2985701180879981,0.8400000333786011,342.22806046495486
137,601127,L,1,1,hemi-L,0.3102236285225193,0.8400000333786011,350.258501752829
138,601127,L,1,1,hemi-L,0.32553563618399123,0.8400000333786011,350.258501752829
139,601127,L,1,1,hemi-L,0.34266810332879216,0.8400000333786011,350.258501752829
140,601127,L,1,1,hemi-L,0.3614666364380874,0.8400000333786011,350.258501752829
141,601127,L,1,1,hemi-L,0.3819387512620927,0.8400000333786011,350.258501752829
142,601127,L,1,1,hemi-L,0.4040832806238998,0.8400000333786011,332.71017905246254
143,601127,L,1,1,hemi-L,0.42804824697997523,0.8400000333786011,327.19382679992384
144,601127,L,1,1,hemi-L,0.4524823962615611,0.8400000333786011,327.19382679992384
145,601127,L,1,1,hemi-L,0.4534023101412412,0.8400000333786011,327.19382679992384
146,601127,L,1,1,hemi-L,0.4524592551621027,0.870000034570694,327.19382679992384
147,601127,L,1,1,hemi-L,0.4522620342541986,0.8400000333786011,327.19382679992384
148,601127,L,1,1,hemi-L,0.45263815204220065,0.8100000321865082,327.19382679992384
149,601127,L,1,1,hemi-L,0.45452301348665025,0.7800000309944153,327.56770191120427
150,601127,L,1,1,hemi-L,0.4591592961968055,0.7800000309944153,327.56770191120427
151,601127,L,1,1,hemi-L,0.4462297525332121,0.7800000309944153,327.56770191120427
152,601127,L,1,1,hemi-L,0.4245548058172208,0.8100000321865082,327.56770191120427
153,601127,L,1,1,hemi-L,0.4034989939710559,0.8100000321865082,327.56770191120427
154,601127,L,1,1,hemi-L,0.38412368292937427,0.8100000321865082,327.56770191120427
155,601127,L,1,1,hemi-L,0.36627953550671116,0.8400000333786011,313.5604624613991
156,601127,L,1,1,hemi-L,0.3504320065461621,0.870000034570694,313.5604624613991
157,601127,L,1,1,hemi-L,0.33060894517647355,0.9000000357627869,313.5604624613991
158,601127,L,1,1,hemi-L,0.3000901238938629,0.9600000381469727,313.5604624613991
159,601127,L,1,1,hemi-L,0.2928272945169848,1.0500000417232513,313.5604624613991
160,601127,L,1,1,hemi-L,0.2732138077521495,0.9600000381469727,323.3090892843457
161,601127,L,1,1,hemi-L,0.24433048973769012,1.0200000405311584,323.3090892843457
162,601127,L,1,1,hemi-L,0.2252119808143741,1.3200000524520874,323.3090892843457
163,601127,L,1,1,hemi-L,0.2512736248120405,1.2600000500679016,323.3090892843457
164,601127,L,1,1,hemi-L,0.21918387663095312,1.2600000500679016,323.3090892843457
165,601127,L,1,1,hemi-L,0.2003816318250331,1.2000000476837158,342.23394019380424
166,601127,L,1,1,hemi-L,0.2197571334758378,1.2000000476837158,325.4875608040596
167,601127,L,1,1,hemi-L,0.26446606474058626,1.2000000476837158,325.4875608040596
168,601127,L,1,1,hemi-L,0.3206262590333857,1.740000069141388,325.4875608040596
169,601127,L,1,1,hemi-L,0.3731226830532222,1.740000069141388,325.4875608040596
170,601127,L,1,1,hemi-L,0.43685294585519496,1.6800000667572021,347.8428056058772
171,601127,L,1,1,hemi-L,0.46585930654287694,1.6800000667572021,347.8428056058772
172,601127,L,1,1,hemi-L,0.471082019268216,1.6200000643730164,347.8428056058772
173,601127,L,1,1,hemi-L,0.4755183979417924,1.5900000631809235,349.6039718314449
174,601127,L,1,1,hemi-L,0.480626349625287,1.5600000619888306,372.4744908276941
175,601127,L,1,1,hemi-L,0.4846471146931311,1.5300000607967377,350.20382561771095
176,601127,L,1,1,hemi-L,0.4757319142099815,1.5000000596046448,350.20382561771095
177,601127,L,1,1,hemi-L,0.46103005721487345,1.440000057220459,350.20382561771095
178,601127,L,1,1,hemi-L,0.448353571534201,1.4700000584125519,350.20382561771095
179,601127,L,1,1,hemi-L,0.4290857481247582,1.3800000548362732,362.4430488609764
180,601127,L,1,1,hemi-L,0.4050131532168101,1.3800000548362732,362.4430488609764
181,601127,L,1,1,hemi-L,0.38240043041209215,1.3200000524520874,362.4430488609764
182,601127,L,1,1,hemi-L,0.36203773197964106,1.3200000524520874,362.4430488609764
183,601127,L,1,1,hemi-L,0.34376987484583615,1.2600000500679016,361.1812834704269
184,601127,L,1,1,hemi-L,0.3276426916649549,1.2600000500679016,352.8820593934539
185,601127,L,1,1,hemi-L,0.31383824888565226,1.2000000476837158,352.8820593934539
186,601127,L,1,1,hemi-L,0.29944682421744806,1.2000000476837158,352.8820593934539
187,601127,L,1,1,hemi-L,0.28234500594182077,1.170000046491623,352.8820593934539
188,601127,L,1,1,hemi-L,0.28126912305549484,1.170000046491623,351.2978365934988
189,601127,L,1,1,hemi-L,0.302205981114599,1.2000000476837158,351.2978365934988
190,601127,L,1,1,hemi-L,0.3307077239486095,1.2300000488758087,351.2978365934988
191,601127,L,1,1,hemi-L,0.34835576304908755,1.3500000536441803,348.266235331539
192,601127,L,1,1,hemi-L,0.3550415170071916,1.5900000631809235,345.8797749733211
193,601127,L,1,1,hemi-L,0.3551784794400418,1.6200000643730164,357.33461738215436
194,601127,L,1,1,hemi-L,0.34615878288056945,1.8000000715255737,357.33461738215436
195,601127,L,1,1,hemi-L,0.3349805277300331,1.8000000715255737,357.33461738215436
196,601127,L,1,1,hemi-L,0.32935420386947656,1.7700000703334808,357.33461738215436
197,601127,L,1,1,hemi-L,0.32987648495987026,1.710000067949295,357.33461738215436
198,601127,L,1,1,hemi-L,0.3310841897489085,1.710000067949295,365.1582901912317
199,601127,L,1,1,hemi-L,0.32950023663762007,1.710000067949295,365.1582901912317
200,601127,L,1,1,hemi-L,0.31999353174782846,1.7700000703334808,367.33045268228955
201,601127,L,1,1,hemi-L,0.3080281827234158,1.5900000631809235,367.33045268228955
202,601127,L,1,1,hemi-L,0.2969119255976373,1.710000067949295,367.33045268228955
203,601127,L,1,1,hemi-L,0.28358074569365904,1.740000069141388,367.33045268228955
204,601127,L,1,1,hemi-L,0.2789623002015219,1.740000069141388,368.14742137401987
205,601127,L,1,1,hemi-L,0.29077230317736846,1.6800000667572021,368.14742137401987
206,601127,L,1,1,hemi-L,0.31401469215613836,1.6200000643730164,368.14742137401987
207,601127,L,1,1,hemi-L,0.3579890471077659,1.2600000500679016,369.3603109911314
208,601127,L,1,1,hemi-L,0.399596313552811,1.2000000476837158,367.96601956601444
209,601127,L,1,1,hemi-L,0.4329522917564212,0.8400000333786011,367.96601956601444
210,601127,L,1,1,hemi-L,0.4489796686391483,0.7500000298023224,367.96601956601444
211,601127,L,1,1,hemi-L,0.2964749846945194,0.7200000286102295,367.96601956601444
212,601127,L,1,1,hemi-L,1.7029538670956457,1.0200000405311584,365.07913691703857
213,601127,L,1,1,hemi-L,4.265808985310204,2.7000001072883606,359.3972602713354
214,601127,L,1,1,hemi-L,3.251744961440794,2.7000001072883606,359.3972602713354
215,601127,L,1,1,hemi-L,2.658915647132074,2.7000001072883606,359.3972602713354
216,601127,L,1,1,hemi-L,0.3155795677766061,2.7000001072883606,359.3972602713354
217,601127,L,2,1,hemi-L,1.6186078719294008,2.9700001180171967,360.1495306381078
218,601127,L,2,1,hemi-L,-0.29299917281720667,2.9700001180171967,360.1495306381078
219,601127,L,2,1,hemi-L,1.364941481548818,2.9700001180171967,360.1495306381078
220,601127,L,2,1,hemi-L,4.193653347115306,1.3200000524520874,358.0667789666354
221,601127,L,2,1,hemi-L,-0.3718174674434211,1.3200000524520874,358.0667789666354
222,601127,L,2,1,hemi-L,-0.42756637373691353,1.3200000524520874,358.0667789666354
223,601127,L,2,1,hemi-L,3.921333553137803,1.3200000524520874,358.0667789666354
224,601127,L,2,1,hemi-L,,1.9200000762939453,374.83787306367105
225,601127,L,2,1,hemi-L,-1.1717603088545774,1.9200000762939453,374.83787306367105
226,601127,L,2,1,hemi-L,-0.020437151193618774,1.9200000762939453,374.83787306367105
227,601127,L,2,1,hemi-L,0.19392219185829163,1.9200000762939453,374.83787306367105
228,601127,L,2,1,hemi-L,0.8994804918766022,2.250000089406967,380.33891766331806
229,601127,L,2,1,hemi-L,-0.06509056687355042,2.250000089406967,380.33891766331806
230,601127,L,2,1,hemi-L,0.0,2.250000089406967,380.33891766331806
231,601127,L,2,1,hemi-L,0.0,2.250000089406967,380.33891766331806
232,601127,L,2,1,hemi-L,0.0,2.250000089406967,380.33891766331806
233,601127,L,2,1,hemi-L,0.0,2.250000089406967,380.33891766331806
234,601127,L,2,1,hemi-L,-0.011737257242202759,2.250000089406967,380.33891766331806
235,601127,L,2,1,hemi-L,0.12521615624427795,2.250000089406967,380.33891766331806
236,601127,L,2,1,hemi-L,0.9472819864749908,1.4700000584125519,377.5823953318114
237,601127,L,3,1,hemi-L,-0.05288591980934143,1.4700000584125519,377.5823953318114
238,601127,L,3,1,hemi-L,0.0,1.4700000584125519,377.5823953318114
239,601127,L,3,1,hemi-L,0.0,1.4700000584125519,377.5823953318114
240,601127,L,3,1,hemi-L,0.0,1.4700000584125519,377.5823953318114
241,601127,L,3,1,hemi-L,0.0,1.4700000584125519,377.5823953318114
242,601127,L,3,1,hemi-L,0.0,1.4700000584125519,377.5823953318114
243,601127,L,3,1,hemi-L,0.0,1.4700000584125519,377.5823953318114
244,601127,L,3,1,hemi-L,0.0,1.4700000584125519,377.5823953318114
245,601127,L,3,1,hemi-L,0.0,1.4700000584125519,377.5823953318114
246,601127,L,3,1,hemi-L,0.0,1.4700000584125519,377.5823953318114
247,601127,L,3,1,hemi-L,0.0,1.4700000584125519,377.5823953318114
248,601127,L,3,1,hemi-L,0.0,1.4700000584125519,377.5823953318114
249,601127,L,3,1,hemi-L,0.0,1.4700000584125519,377.5823953318114
250,601127,L,3,1,hemi-L,-0.004404280887121415,1.4700000584125519,377.5823953318114
251,601127,L,3,1,hemi-L,0.09960870849243021,1.4700000584125519,377.5823953318114
252,601127,L,3,1,hemi-L,4.959654588740246,,356.6766502772519
253,601127,L,3,1,hemi-L,0.4667821493469304,,356.6766502772519
254,601127,L,3,1,hemi-L,,,388.12809413941375
255,601127,L,3,1,hemi-L,-0.0894927978515625,,388.12809413941375
256,601127,L,1,2,hemi-L,2.469635316785193,1.3200000524520874,359.15232965528236
257,601127,L,1,2,hemi-L,0.36363849214029303,0.7800000309944153,346.9073205857751
258,601127,L,1,2,hemi-L,0.18245495610868565,0.9000000357627869,346.9073205857751
259,601127,L,1,2,hemi-L,0.16625082835878352,1.2600000500679016,321.1729855850441
260,601127,L,1,2,hemi-L,0.18764722798943478,1.3200000524520874,366.1285205713587
261,601127,L,1,2,hemi-L,0.20686681605931823,1.0200000405311584,366.1285205713587
262,601127,L,1,2,hemi-L,0.2095711134950336,1.0800000429153442,366.1285205713587
263,601127,L,1,2,hemi-L,0.22076461713058548,1.14000004529953,366.1285205713587
264,601127,L,1,2,hemi-L,0.2555597476116545,1.14000004529953,366.1285205713587
265,601127,L,1,2,hemi-L,0.2513361930168203,1.14000004529953,366.1285205713587
266,601127,L,1,2,hemi-L,0.24729955603586126,1.14000004529953,383.099146625112
267,601127,L,1,2,hemi-L,0.24354575071175175,1.14000004529953,383.099146625112
268,601127,L,1,2,hemi-L,0.23988283365337346,1.14000004529953,383.099146625112
269,601127,L,1,2,hemi-L,0.2363429413879013,1.2000000476837158,383.099146625112
270,601127,L,1,2,hemi-L,0.23326492237780122,1.2000000476837158,356.9952765790178
271,601127,L,1,2,hemi-L,0.22215402343728072,1.2000000476837158,357.7419236343758
272,601127,L,1,2,hemi-L,0.19745636456112076,1.2000000476837158,357.7419236343758
273,601127,L,1,2,hemi-L,0.1945193636798587,1.3800000548362732,357.7419236343758
274,601127,L,1,2,hemi-L,0.19626274070593475,1.3500000536441803,357.7419236343758
275,601127,L,1,2,hemi-L,0.20370934092969006,1.3200000524520874,357.7419236343758
276,601127,L,1,2,hemi-L,0.2225177032252563,1.2900000512599945,357.7419236343758
277,601127,L,1,2,hemi-L,0.21589398075799138,1.2600000500679016,356.7327540052072
278,601127,L,1,2,hemi-L,0.20196819221504927,1.2300000488758087,356.7327540052072
279,601127,L,1,2,hemi-L,0.20227059131272326,1.170000046491623,356.7327540052072
280,601127,L,1,2,hemi-L,0.21010170292085964,1.170000046491623,356.7327540052072
281,601127,L,1,2,hemi-L,0.21834890643041155,1.170000046491623,356.7327540052072
282,601127,L,1,2,hemi-L,0.21333211737853375,1.170000046491623,352.0454530567623
283,601127,L,1,2,hemi-L,0.20638467776470448,1.170000046491623,324.2805618720138
284,601127,L,1,2,hemi-L,0.19960702329025018,1.2000000476837158,324.2805618720138
285,601127,L,1,2,hemi-L,0.19752996706714382,1.2300000488758087,324.2805618720138
286,601127,L,1,2,hemi-L,0.19935769052329122,1.14000004529953,324.2805618720138
287,601127,L,1,2,hemi-L,0.19909400014274822,1.14000004529953,324.2805618720138
288,601127,L,1,2,hemi-L,0.20676938473755233,1.170000046491623,335.5461032670582
289,601127,L,1,2,hemi-L,0.22016777183979377,1.2000000476837158,323.3090892843457
290,601127,L,1,2,hemi-L,0.21918577303872186,1.2600000500679016,323.3090892843457
291,601127,L,1,2,hemi-L,0.20962462053069603,1.6800000667572021,323.3090892843457
292,601127,L,1,2,hemi-L,0.20699959369579435,1.6800000667572021,342.23394019380424
293,601127,L,1,2,hemi-L,0.2270997083588201,1.440000057220459,342.23394019380424
294,601127,L,1,2,hemi-L,0.229304246883544,1.740000069141388,342.23394019380424
295,601127,L,1,2,hemi-L,0.22724331045779453,1.6800000667572021,325.4875608040596
296,601127,L,1,2,hemi-L,0.22770834478350852,1.980000078678131,347.8428056058772
297,601127,L,1,2,hemi-L,0.22966765777783832,1.9200000762939453,347.8428056058772
298,601127,L,1,2,hemi-L,0.21206608277590344,1.9200000762939453,347.8428056058772
299,601127,L,1,2,hemi-L,0.2057925587863112,1.8600000739097595,347.8428056058772
300,601127,L,1,2,hemi-L,0.21019939067731225,1.8600000739097595,372.20181752647403
301,601127,L,1,2,hemi-L,0.21007349338460532,1.8000000715255737,372.20181752647403
302,601127,L,1,2,hemi-L,0.21555132984109543,1.8000000715255737,372.20181752647403
303,601127,L,1,2,hemi-L,0.22652071486574854,1.740000069141388,372.20181752647403
304,601127,L,1,2,hemi-L,0.23418991885704388,1.7700000703334808,348.54667007702034
305,601127,L,1,2,hemi-L,0.2403415750766246,1.710000067949295,367.2019987288563
306,601127,L,1,2,hemi-L,0.2457512163837016,1.710000067949295,367.2019987288563
307,601127,L,1,2,hemi-L,0.2515652514251877,1.6500000655651093,367.2019987288563
308,601127,L,1,2,hemi-L,0.254034488974941,1.6500000655651093,367.2019987288563
309,601127,L,1,2,hemi-L,0.2501556885604644,1.5600000619888306,362.4430488609764
310,601127,L,1,2,hemi-L,0.24273812286739696,1.5600000619888306,361.1812834704269
311,601127,L,1,2,hemi-L,0.23484733963403692,1.5300000607967377,361.1812834704269
312,601127,L,1,2,hemi-L,0.22755522666564137,1.5300000607967377,352.8820593934539
313,601127,L,1,2,hemi-L,0.2180985817056869,1.4700000584125519,352.8820593934539
314,601127,L,1,2,hemi-L,0.20684260224260756,1.440000057220459,352.8820593934539
315,601127,L,1,2,hemi-L,0.20686814329671446,1.5000000596046448,351.2978365934988
316,601127,L,1,2,hemi-L,0.21665521806105054,1.5000000596046448,351.2978365934988
317,601127,L,1,2,hemi-L,0.2212092525235402,1.5600000619888306,351.2978365934988
318,601127,L,1,2,hemi-L,0.2163517710605806,1.710000067949295,351.2978365934988
319,601127,L,1,2,hemi-L,0.2242109025283763,1.8900000751018524,351.2978365934988
320,601127,L,1,2,hemi-L,0.25570790958968126,2.010000079870224,346.80910656761694
321,601127,L,1,2,hemi-L,0.278300666969701,2.1000000834465027,346.80910656761694
322,601127,L,1,2,hemi-L,0.2878860384510598,2.1000000834465027,346.80910656761694
323,601127,L,1,2,hemi-L,0.29860412594653124,2.1000000834465027,346.80910656761694
324,601127,L,1,2,hemi-L,0.306587840492941,2.040000081062317,346.80910656761694
325,601127,L,1,2,hemi-L,0.31499149681092675,2.010000079870224,353.8711747445357
326,601127,L,1,2,hemi-L,0.32390753385594656,1.980000078678131,353.8711747445357
327,601127,L,1,2,hemi-L,0.3319521474132407,1.980000078678131,367.33045268228955
328,601127,L,1,2,hemi-L,0.3165885035940727,2.040000081062317,367.33045268228955
329,601127,L,1,2,hemi-L,0.27685375094157605,1.7700000703334808,367.33045268228955
330,601127,L,1,2,hemi-L,0.23883672302248654,1.8300000727176666,367.33045268228955
331,601127,L,1,2,hemi-L,0.23307912871367237,1.8600000739097595,368.14742137401987
